,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
7140,University Of Chicago,Mathematics,PhD,F10,Rejected,Postal Service,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,
7141,"University Of California, Berkeley (UCB)",Electrical Engineering And Computer Science(EECS),MS,F10,Rejected,Website,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,"3 Publications, Famous Telecommunication Company for 3 years, Best Employer of 2009.. However, rejected. Tears!"
7142,Purdue University,Electrical and Computer Engineering (ECE),PhD,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,my most wanted school...>
7143,"University Of Michigan, Ann Arbor",Biostatistics,PhD,F10,Interview,Phone,"(13, 2, 2010)",1266048000,,,,,,,International,"(16, 2, 2010)",1266307200,
7144,University College London,Economics,PhD,F10,Rejected,Postal Service,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,wtf?
7145,University Of Pennsylvania (UPenn),Sociology,PhD,F10,Rejected,Website,"(16, 2, 2010)",1266307200,,,,,,,International with US Degree,"(16, 2, 2010)",1266307200,
7146,Yale University,Physics,PhD,F10,Rejected,Website,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,"3.75/4.0 for UGPA, 3.8/4.0 for major, Two publications"
7147,Princeton University,Applied And Computational Mathematics,PhD,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,,,,,,,American,"(16, 2, 2010)",1266307200,not surprised
7148,Duke University,Medical Physics,MS,F10,Accepted,E-mail,"(15, 2, 2010)",1266220800,,,,,,,International,"(16, 2, 2010)",1266307200,"PhD switched to MS, no scholarship. actually no difference from rej...."
7149,Stanford University,Electrical,PhD,F10,Accepted,E-mail,"(16, 2, 2010)",1266307200,,,,,,,,"(16, 2, 2010)",1266307200,I am elated!
7150,"University Of Texas, Dallas (UT Dallas)",Operations Management,PhD,F10,Rejected,Postal Service,"(15, 2, 2010)",1266220800,,,,,,,International,"(16, 2, 2010)",1266307200,
7151,"University Of California, Berkeley (UCB)",Computer Science,PhD,F10,Rejected,Website,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,
7152,Princeton University,Computer Science,PhD,F10,Rejected,E-mail,"(15, 2, 2010)",1266220800,,,,,,,International,"(16, 2, 2010)",1266307200,"0 in 3, great! Waiting for 4th from Columbia"
7153,Stanford University,Computer Science (CS),PhD,F10,Rejected,E-mail,"(12, 2, 2010)",1265961600,,,,,,,American,"(16, 2, 2010)",1266307200,Research area: Human-Computer Interaction
7154,"University Of California, Berkeley (UCB)",EECS (Electrical Engineering),PhD,F10,Rejected,Website,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,
7155,"University Of Washington, Seattle",EE,PhD,F10,Accepted,E-mail,"(3, 2, 2010)",1265184000,,,,,,,International,"(16, 2, 2010)",1266307200,unofficial invitation via email from prof
7156,"University Of Illinois, Urbana Champaign (UIUC)",History,PhD,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,Bummer...
7157,"University Of Michigan, Ann Arbor",Political Science,PhD,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,
7158,Princeton University,Aerospace Engineering,MS,F10,Rejected,E-mail,"(15, 2, 2010)",1266220800,3.1,,,,,,American,"(16, 2, 2010)",1266307200,"Missed a rec letter, terrible grades last couple semesters, sort of expected it. Next time, Princeton, next time..."
7159,Pennsylvania State University - University Park,Genetics,PhD,F10,Interview,E-mail,"(15, 2, 2010)",1266220800,,720.0,790.0,5.0,False,,International,"(16, 2, 2010)",1266307200,
7160,Princeton University,Mechanical And Aerospace Engineering,PhD,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,
7161,University Of Notre Dame,Developmental Psychology,PhD,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,Unofficial rejection. Had a great interview with POI. He was originally taking in two students for two different tracks. He just notified me that he will take a student for the track that's not my specialty.
7162,"University Of California, Berkeley (UCB)",EECS (CS),PhD,F10,Rejected,Website,"(16, 2, 2010)",1266307200,,,,,,,International with US Degree,"(16, 2, 2010)",1266307200,Email directs to website notification. the 3rd rejection.
7163,"Swiss Finance Institute, University Of Zurich",Finance,PhD,F10,Wait listed,E-mail,"(9, 2, 2010)",1265702400,,620.0,800.0,3.5,False,,Other,"(16, 2, 2010)",1266307200,Wait listed for interview.
7164,"University Of California, Davis (UCD)",Economics,PhD,F10,Accepted,E-mail,"(16, 2, 2010)",1266307200,,,,,,,International with US Degree,"(16, 2, 2010)",1266307200,with no funding
7165,Princeton University,Computer Science,PhD,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,emm
7166,"University Of California, Berkeley (UCB)",Computer Science,PhD,F10,Rejected,Website,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,emm
7167,University Of Pennsylvania,Sociology,PhD,F10,Rejected,Website,"(16, 2, 2010)",1266307200,,,,,,,American,"(16, 2, 2010)",1266307200,Meh. Just makes my decision making process easier. Good luck to those still waiting!
7168,"University Of California, Santa Cruz (UCSC)",Computer Science,PhD,F10,Rejected,Website,"(12, 2, 2010)",1265961600,,,,,,,International,"(16, 2, 2010)",1266307200,
7169,"University Of Michigan, Ann Arbor",Comparative Literature,PhD,F10,Accepted,E-mail,"(27, 1, 2010)",1264579200,,,,,,,,"(16, 2, 2010)",1266307200,
7170,Johns Hopkins University (JHU),English,PhD,F10,Wait listed,E-mail,"(16, 2, 2010)",1266307200,,,,,,,American,"(16, 2, 2010)",1266307200,Very nice email.
7171,"University Of California, Berkeley (UCB)",EE,PhD,F10,Rejected,E-mail,"(15, 2, 2010)",1266220800,,,,,,,International,"(16, 2, 2010)",1266307200,
7172,Purdue University,Electrical & Computer Engineering,PhD,F10,Accepted,E-mail,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,no funding
7173,University Of Pennsylvania (UPenn),Sociology,PhD,F10,Rejected,Website,"(16, 2, 2010)",1266307200,3.79,800.0,780.0,6.0,False,,American,"(16, 2, 2010)",1266307200,yay! they were jerks thru the whole process.
7174,"University Of California, Berkeley (UCB)",Computer Science,PhD,F10,Rejected,Website,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,
7175,"University Of California, Berkeley (UCB)",EECS (CS),PhD,F10,Rejected,Website,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,
7176,"University Of California, Berkeley (UCB)",EECS,PhD,F10,Rejected,Website,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,
7177,Northwestern University,Applied Mathematics,PhD,F10,Wait listed,Phone,"(14, 2, 2010)",1266134400,,,,,,,American,"(16, 2, 2010)",1266307200,
7178,Carnegie Mellon University (CMU),Applied Mathematics,PhD,F10,Accepted,E-mail,"(4, 2, 2010)",1265270400,,,,,,,American,"(16, 2, 2010)",1266307200,
7179,"Indiana University, Bloomington (IUB)",Mathematics,PhD,F10,Wait listed,E-mail,"(15, 2, 2010)",1266220800,,,,,,,International,"(16, 2, 2010)",1266307200,Said that I'm on the second tier. The 1st one has 40 applicants :((. Must wait until Apirl
7180,"University Of California, Berkeley (UCB)",Electrical Engineering And Computer Science(EECS),MS,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,first reject...
7181,Vanderbilt University,Mathematics,PhD,F10,Accepted,Other,"(15, 2, 2010)",1266220800,4.0,310.0,790.0,3.0,False,,International,"(16, 2, 2010)",1266307200,Unofficial. I had an interview on Feb 10th.
7182,"University of Texas, Austin (UT Austin)",Womens And Gender Studies,MS,F10,Interview,E-mail,"(16, 2, 2010)",1266307200,,720.0,690.0,5.0,False,,International,"(16, 2, 2010)",1266307200,
7183,Purdue University,Electrical and Computer Engineering (ECE),MS,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,
7184,"University Of Washington, Seattle",Computer Science,PhD,F10,Accepted,Phone,"(13, 2, 2010)",1266048000,3.92,640.0,800.0,4.5,False,,American,"(16, 2, 2010)",1266307200,3+ years funding
7185,"University Of California, Berkeley (UCB)",Computer Science,MS,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,,700.0,800.0,5.0,False,,International,"(16, 2, 2010)",1266307200,9 yrs of experience in industry.
7186,University Of Pennsylvania (UPenn),Sociology,PhD,F10,Rejected,Website,"(16, 2, 2010)",1266307200,,,,,,,American,"(16, 2, 2010)",1266307200,
7187,"University Of California, Davis (UCD)",Ecology,PhD,F10,Accepted,E-mail,"(4, 2, 2010)",1265270400,,,,,,,American,"(16, 2, 2010)",1266307200,
7188,"University Of California, Berkeley (UCB)",Computer Science,PhD,F10,Rejected,Website,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,
7189,"University Of California, Berkeley (UCB)",EECS,PhD,F10,Rejected,Website,"(16, 2, 2010)",1266307200,4.0,440.0,760.0,4.0,False,,International with US Degree,"(16, 2, 2010)",1266307200,"This school concerns too much about GRE General. Adimtted to Stanford, Cornell and MIT though."
7190,Emory University,Comparative Literature,PhD,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,3.9,600.0,640.0,5.0,False,,American,"(16, 2, 2010)",1266307200,"Did well at interviews during recruitment weekend, but to no avail :("
7191,"University Of California, Berkeley (UCB)",Electrical and Computer Engineering (ECE),PhD,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,First reject!! :(
7192,University Of Michigan,East Asian Studies,PhD,F10,Rejected,E-mail,"(3, 2, 2010)",1265184000,3.76,700.0,760.0,4.0,False,,International,"(16, 2, 2010)",1266307200,
7193,University Of Pennsylvania (UPenn),Sociology,PhD,F10,Rejected,Website,"(15, 2, 2010)",1266220800,,,,,,,American,"(16, 2, 2010)",1266307200,
7194,University Of Colorado At Colorado Springs,Sociology,MS,F10,Accepted,Postal Service,"(5, 2, 2010)",1265356800,,,,,,,American,"(16, 2, 2010)",1266307200,
7195,Yale University,Comparative Literature,PhD,F10,Rejected,E-mail,"(10, 2, 2010)",1265788800,3.76,700.0,760.0,4.0,False,,International,"(16, 2, 2010)",1266307200,
7196,Boston University,Systems Engineering,PhD,F10,Accepted,E-mail,"(13, 2, 2010)",1266048000,,,,,,,International,"(16, 2, 2010)",1266307200,Admission with full financial support for the academic year 2010-11.
7197,Oregon State University,Agricultural & Reource Economics,PhD,F10,Accepted,E-mail,"(15, 2, 2010)",1266220800,,,,,,,International with US Degree,"(16, 2, 2010)",1266307200,
7198,Purdue University,Industrial Engineering,PhD,F10,Accepted,E-mail,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,"Decisions on financial aids will be made shortly and should you be awarded an assistantship, we will notify you."
7199,"University Of Wisconsin, Madison",Library And Information Studies,MS,F10,Accepted,E-mail,"(15, 2, 2010)",1266220800,,,,,,,International,"(16, 2, 2010)",1266307200,so excited!!
7200,Yale University,Physics,PhD,F10,Rejected,Website,"(17, 2, 2010)",1266393600,,,,,,,International,"(16, 2, 2010)",1266307200,sad
7201,"Syracuse University, Maxwell School",International Relations,MS,F10,Accepted,E-mail,"(12, 2, 2010)",1265961600,,,,,,,American,"(16, 2, 2010)",1266307200,Funding decision to be mailed in March. “Welcome Weekend” on March 26-27
7202,"University Of California, Berkeley (UCB)",EECS (Electrical Engineering),PhD,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,,,,,,,American,"(16, 2, 2010)",1266307200,fffff
7203,Boston University,Biomedical Engineering,PhD,F10,Accepted,Postal Service,"(15, 2, 2010)",1266220800,,,,,,,International with US Degree,"(16, 2, 2010)",1266307200,
7204,"University Of California, Berkeley (UCB)",Computer Science (CS),PhD,F10,Rejected,Website,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,"Thought the interview went pretty well!! Well... Whatever, I'll deal!"
7205,"University Of California, Berkeley (UCB)",Electrical and Computer Engineering (ECE),PhD,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,,,,,,,International with US Degree,"(16, 2, 2010)",1266307200,
7206,"University Of California, Davis (UCD)",Economics,PhD,F10,Accepted,E-mail,"(15, 2, 2010)",1266220800,3.1,600.0,800.0,4.0,False,,International,"(16, 2, 2010)",1266307200,
7207,Princeton University,Mechanical & Aerospace Engineering,MS,F10,Rejected,E-mail,"(15, 2, 2010)",1266220800,3.95,500.0,740.0,4.5,False,,American,"(16, 2, 2010)",1266307200,"Expected, a month after I applied I found a docu*ent that showed the dismal admission statistics for the MAE Master's program for the last 5 years.  Should have applied for the PhD, whoops."
7208,"University Of California, Berkeley (UCB)",EECS (Electrical Engineering),PhD,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,
7209,"University Of California, Berkeley (UCB)",Electrical Engineering And Computer Science(EECS),MS,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,Crying very hard!
7210,"Rutgers University, New Brunswick",Cognitive Psychology,PhD,F10,Interview,E-mail,"(16, 2, 2010)",1266307200,,,,,,,American,"(16, 2, 2010)",1266307200,
7211,"University Of California, Berkeley (UCB)",Computer Science,PhD,F10,Rejected,Website,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,
7212,University Of Pennsylvania,Sociology,PhD,S10,Rejected,Website,"(16, 2, 2010)",1266307200,,,,,,,American,"(16, 2, 2010)",1266307200,
7213,Princeton University,Computer Science,PhD,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,
7214,"University Of California, Berkeley (UCB)",Computer Science,PhD,F10,Rejected,Website,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,
7215,Princeton University,Mechanical & Aerospace Engineering,PhD,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,3.71,580.0,800.0,4.5,False,,International,"(16, 2, 2010)",1266307200,"A nice long email, keeps your hopes after getting a reject as your first result"
7216,"University Of California, Berkeley (UCB)",(Applied) Linguistics,PhD,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,
7217,University Of Pennsylvania,Sociology,PhD,F10,Rejected,Other,"(15, 2, 2010)",1266220800,,,,,,,American,"(16, 2, 2010)",1266307200,Received an email prompting me to the website.  Letter was very polite.  Thank goodness for thegradecafe.com to ease the sting of rejection. :)
7218,"University Of Illinois, Urbana Champaign (UIUC)",Civil And Environmental Engineering,MS,F10,Accepted,E-mail,"(16, 2, 2010)",1266307200,,,,,,,American,"(16, 2, 2010)",1266307200,no word on funding yet
7219,University Of Pennsylvania (UPenn),Sociology,PhD,F10,Rejected,Website,"(15, 2, 2010)",1266220800,3.8,780.0,760.0,5.5,False,,American,"(16, 2, 2010)",1266307200,
7220,Carnegie Mellon University (CMU),Civil And Environmental Engineering,MS,F10,Accepted,Website,"(16, 2, 2010)",1266307200,,,,,,,American,"(16, 2, 2010)",1266307200,with funding!
7221,Princeton University,Computer Science,MS,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,,,,,,,International,"(16, 2, 2010)",1266307200,"GPA - 4.0
GRE - 1490 (Q - 800 , V - 690)"
7222,University Of Pennsylvania (UPenn),Sociology,PhD,F10,Rejected,Website,"(15, 2, 2010)",1266220800,,,,,,,American,"(16, 2, 2010)",1266307200,"It was expected, I didn't feel like I was a fit with any of the faculty.  I think the rejection via website is rather unprofessional.  I appreciate a straight rejection e-mail thank you, no need to be required to sign in etc.  I already have two higher ranked bicoastal options so I am not bitter. :)"
7223,"University Of California, Berkeley (UCB)",EECS (CS),MS,F10,Rejected,E-mail,"(16, 2, 2010)",1266307200,4.0,690.0,800.0,5.0,False,,International,"(16, 2, 2010)",1266307200,
7224,University Of Pennsylvania (UPenn),Sociology,PhD,F10,Rejected,Website,"(15, 2, 2010)",1266220800,,,,,,,American,"(16, 2, 2010)",1266307200,
7225,University Of Pennsylvania (UPenn),Sociology,PhD,F10,Rejected,Website,"(15, 2, 2010)",1266220800,,,,,,,American,"(16, 2, 2010)",1266307200,
7226,Carnegie Mellon University (CMU),EE,PhD,F09,Accepted,E-mail,"(1, 2, 2010)",1265011200,,,,,,,American,"(16, 2, 2010)",1266307200,"To the person just below who says he or she got accepted to Berkeley with fellowship but would prefer Carnegie Mellon - Could I ask why you would prefer CMU? I also received admission there with fellowship. Do you expect to go to CMU, and are you planning on going to the admits' visit two weekends from now?"
7227,"University Of California, Berkeley (UCB)",EECS (Electrical Engineering),PhD,F10,Rejected,Other,"(15, 2, 2010)",1266220800,,,,,,,International,"(16, 2, 2010)",1266307200,As expected!! UCB has a very low International student intake
7228,University Of Pennsylvania (UPenn),Sociology,PhD,F10,Rejected,Website,"(15, 2, 2010)",1266220800,3.59,680.0,700.0,5.0,False,,International with US Degree,"(16, 2, 2010)",1266307200,Expected.
7229,"University Of California, Santa Barbara (UCSB)",Chemical Engineering,PhD,F10,Accepted,E-mail,"(21, 1, 2010)",1264060800,3.8,480.0,800.0,4.0,False,,American,"(16, 2, 2010)",1266307200,"Someone asked for stats and weekends: 02/27 and 03/20. Goldwater, letters of rec from research experiences (1 industry, 1 academic, 1 REU at outside school), no publications, and 4/4 acceptances to top programs. Waiting on MIT."
